Tweet,Alay Count,Abusive Count
kata salah seorang khalifah rasyidin itu dahulu memerangi orang kafir bersama mereka begitu mereka orang orang munafik juga sebab orang muna,1,2
dia doyan nete un jadi maklumin,3,1
nek ndelok match terkhir celsi sih kudune menang mudah emyu tapi yo embuh sih celsi kacrut ki raiso diprediksi,8,1
yakali pak tni suruh urusin sampah plastik,3,1
itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di nkri tercinta aamiin,4,1
permadi arya melaporkan rocky gerung ke polisi serius tuh kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina wait bukankah biasa penganut agama a menganggap kitab suci,2,0
bajingan tengik memang,0,1
kok bs pake buruh cina kan rakyat sendiri bnyak pngangguran dasar rejim kodok,4,1
,0,0
rp haneul pada cute padahal rlnya perek yang on retweet,2,1
bilangnya anti asing aseng nda taunya wkwkwkwkwk,3,1
di suriah sekolah radikal dan rakit bom plg ke indonesia jadi tempat pkl ya di amankan,2,0
karena kadang hidup emang kayak tai malah kadang yang berak orang lain tapi elo yang harus beresin tainya tangan lo y,5,2
ih banci selotipan,0,1
haha kalah ni yee org jahat pasti kalah,3,0
yg cinta orba pasti meng idola kan prabowo amp hary tanoe d,3,0
nantang buka dadalah eh nyebut setanlah emang sudah pada habis kamus ngelawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nie hati2 kena stoke atau serangan jantung nanti rakyat indonesia kehilangan badut2 politik merdeka,8,0
belah duren yaaaa gak dungu ya gak cebong ya,3,2
2 orang orang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad,0,0
bubarkan hti amp fpi,2,0
ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak,0,0
sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom aku hanya menghela nafas,5,0
pantat mn nh pngen nusuk dan ditusuk bo wa 08157686707 gaybrondong massageboy gayjakarta gayjogja gaytangger,9,1
yg diancam untuk dibunuh itu presiden republik indonesia mas trus mesti lapor dulu apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya,3,0
kayak orang nyosor mau minta nete,1,1
ngewe bae,1,1
jebur bloon bukan cebur,1,0
pks ultah di balai kota rr ngomong nyapres di balai kota ganti aja namanya jd balai politik,6,0
pak perlu melanjutkan rencana untuk menyeret ke pengadilan ham pbb,0,0
kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembelian hauzminiquiz hauzid yuk ikutan,5,1
kisah hidup muhammad yang lebih lengkap dapat didownload di sini,1,0
penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi nkri usir,1,0
we ada pipis onta tercecer di mari pantes bau pesing,1,1
kalo kejadian disini mungkin juga kalian yg triak paling lantang pmrth pro aseng duluan pas ditawari bantuan asing bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth bilang 15 hari kelamaan harusnya 3,11,1
mari berjuang sampai jokowi dilanti kembali di thn 2019 jangan gentar jangan takut walau mata benang di leher walau ujung tombak di porut tidak akan surut langkah kita tidak akan bisu suara kita tidak akan,3,1
kaya monyet,1,1
survei di metro tv jokowi menang dari presiden baru etapi cara ngitungnya gimana ya 45 bisa ngalahin 46 jangan2 salah judul maksudnya jokowi masih menangis sumber zie bajrie,6,0
cuba la tgk anime ni karakai jozu no takagi san kalau rasa nak feeling feeling cinta monyet zaman sekolah memang throwback habes 9 10,4,1
serunya pesta budaya erau di kutai kartanegara,1,0
ad yang mau contactnya retweet sekarang ya banyak banget kenalan tante jilboob sange ini namanya tante dea o,3,1
debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling ciamik setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l,1,0
duduki istana negara sekalian lengserkan jokowi salam2tahun,1,0
wah hebatnya pak yg lg sibuk pencitraan baca nih,2,0
bagi anda mungkin gk apa2 tapi bagi kami muslim ini sangat menghinakan kami iblis betina itu sdh menista syariat kami,3,1
baby kafir budha teroris myanmar,1,1
indonesia blom merdeka indonesia masih dijajah oleh orang cina takbirallauakbar,2,0
memang benar kata pengamat politik hantayudha kalau paslon no 2 ini tidak ada khanz nya di jateng jatenggayeng 2019tetapjokowi,6,0
jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirllah tobat,1,0
boleh saya follow bli juga saya katolik dan ikut akun prof utk menambah wawasan berbangsa terima kasih,2,0
kapan tuh si bejat cabul balik pengecut si onta itu ye,4,2
menurut wibisono pencitraan jokowi telah disebarkan up media massa pro asing sehingga terkesan jokowi berhasil,0,1
adian gaya lu kaya beruk gini klo supir tembak metromini masuk dpr kampungan lu,6,1
km terlalu mainstream mengaartikan pintar pintar itu relatif tergantung mo dibawa kemana pengertiannya spt anda pintar meng undeeestimate kan org gw pinter komen ajah rejim now pinter mangkrakin janji2 doang so making,10,1
kan emang gw dongo,3,0
ih masak di samain smaa sampah,2,1
gw terpukaukaukau 2019gantipresiden,3,0
aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas pelakor yang sdh meresahkan kehidupan warga desa,2,0
yaaelah chat aja loe urusin noh yg dah keliatan mesum anggotadpr pd mingkem yg nyata selingkuh 7th kalian pura2 budek bong200 gk nyampe otaknya,17,1
tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti dap tapi kita bimbang fahaman yang dibawa oleh mereka,4,0
cermin pun pecah saat dirinya berkaca,0,0
lansung tag partainya ga berani ya berarti kau banci,3,1
awwww comel nya asing kan ikut warna,0,1
islam menjadikan manusia yang idealis namun tetap realistis mempersiapkan kehidupan masa kini namun tak lupa masa depan diajak bekerja keras dan diajak pula beristirahat,0,0
kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,16,15
agama katholik ngak ada yg menyebut khatolik nusantara agama kristen protestan ngak ada yg menyebut kristen protestan nusantara agama hindu ngak ada yg menyebut hindu nusantara agama budha ngak ada yg menyebut budha nusantara lha kok ini,13,0
3 karena berbasis teknologi digital presiden juga minta sistem betul betul jalan dan langsung bisa digunakan dan ramah bagi pengguna ratas,1,0
ahhh itu kan perasaanmu saja utk menghibur diri mana ada cebong tdk bahagia presiden cebong punya tol cebong punya lha elo punya cuma germo,5,3
kami lebih resah anda jd presiden hidup anda penuh drama dan pencitraan main ftv aja joko judulnya,3,0
agama kristen golongan darah b asal san fernando valley,0,0
budha bunuh muslim di myanmar,1,0
jahudi bangke minta sama jerman sana tempat ibadah,3,0
papamintaketuafraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr,4,0
cina,0,0
hoax kodok biawak meroket sekop bangsat karbitan munafik 2019gantipresiden 2019presidenbaru 2019tenggelamkanjokowikesungaisiak,4,2
itu yg pada ribut komunis blabla mungkin emoh baca yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan,6,1
10 presiden jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan pembangunan lainnya,0,0
pemilu langsung biar bwt milih presiden n dpr sj capres pun biar tdk kyk kucing dlm karung mgkn bisa bikin mekanisme baru yg lebih ok misal capres ditentukan dari gubernur yg berprestasi jd yg boleh maju jd capres hanya yg sdh jd gubernur,22,0
gak vital gimana udah dari kapan inter gak punya bek kanan yg bisa jd pembeda terakhir itu ya era maicon d ambrosio juga baru2 setelah kedatangan cancelo bagusnya hmmmm berarti kesimpulannya yg geblek ausilio ini,9,1
namanya jg agama munafik,1,1
43 contoh lain meski banyak tudingan dugaan korupsi tapi sby tdk pernah dorong kejaksaan usut apalagi himbau kpk usut dugaan korupsi jokowi,3,0
saya mencium bau bau pecun,0,1
berhenti jadi konsumen wisata haji umoh yg menipu jadilah podusen wisata jiarah indonesia,3,0
pemburu nazi simon wiesenthal memegang foto foto yang menggambarkan mantan kepala gestapo walter rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang orang yahudi,2,0
yg ada cacimaki penista agama tapi ternyata ketauan poligami ngumpet2 apa mau digituin saya sih ogah,5,0
bubarin nkri harga mati,2,0
ingat baik baik kata si royson jokowi kacung gua itulah mungkin alasan fundamentalnya kenapa rezim ini justru seperti sengaja masuk ke dalam debt trap komunis cina so menjadi wajib untuk 2019gantipresiden,4,2
wkwkwkwk mampus aku mau pepet ujin ah,2,1
gubernur jaman now ya anti hoax bukan nyebar isu yang tidak pasti ganjaryasinmenang ganjaryasin1 kamiganjaryasin,5,0
azan di tv manggil2 allah swt dungu biadab harus dihentikan dan acara catut nama tuhan tidak boleh dilanjutkan,3,1
semua itu terdapat pada kelakuan bani cebong,0,2
aku dah la baju macam yahudi betopi siap 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap ni betol2 out of place mohon ak tak direjam,10,0
gua ge akan marah cuma auto blacklist dari kehidupan gue sampah apa gunanya kalo ga didaur ulang,4,1
anjir apa rasanyaa bekas silit mah,2,2
cebong makin kepanasan jadi makin ngawur,0,1
amin smoga kalian bertiga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel,3,0
sudah jangan terlalu banyak membingkai bangkai cukup menjadikannya pelajaran saja agar hidup kita semakin baik pada masa yang akan datang,0,1
edan aq yang masi newbie menangis saja liatnya yampun kartu r w aja masi dikit bat,10,1
nah klo pki alias partai korupsi indonesia perlu diganyang juga ga,3,0
perempuan kaya lo mending mati aja deh jelek aja gausa sok jadi make up artist,5,0
dijual lagi gua kaya jablay,2,1
yang bijak cuma petugas dan jajaran krl doang para penumpang cuma followers doang nyuruh orng utk mengerti sendirinya ga mau mengerti kebutuhan banyak orng kan bangke,8,0
kyknya itu titit nya di sambung trus pake accessoris jg,4,1
mata w pas kecil sipit tp skrg malah engga aneh pisan,5,1
ko ingt aku buat banci ke gigih nk kira,3,1
mewaspadai cina komunis yang ada di indonesia,0,1
banci kampungan heeee,0,2
gembel ganteng ga perlu dikasihani karena byk yg mencintainya asik asik jos,6,1
dekalarasi pilkada 2018 aman dan anti hoax toga jemirahan jabon,3,0
setiausaha agung pas datuk takiyuddin hassan sahkan ada pihak cuba pinda perlembagaan parti ini seperti yang dikatakan presiden parti sebelum ini,4,0
emangnya aku najis,1,1
sastra e karl mark pentolan komunis rusia,0,1
otak mereka kayaknya bener bener di bool deh mess trus tiap harinua makan silit jadinya gtu,6,1
ganti rezim kacung lah cebong mah gitu kalo ditanya,3,2
cina apa hak lu melarang,1,0
anda hebat bicara cinta masih pegang quran sbagai pegangan hidup quran tak bicara cinta tapi perang bunuh penggal,3,0
kelamaan jomblo nanti jablay,1,1
perjaka kq di jual sok sok an mau booking tante idiot njir,2,1
rev 1 jgn pilih ulama yg dekat dg kafir dan munafik,3,2
buat ngejaga kebersihan lingkungan tuh orang2 belum pada melek sama kewajibannya asal buang sampah dan ngomong kan ada petugas kebersihannya,4,1
sejuk gila dlm ofis kulit buaya ke apa,2,2
ooo camtu biasalah kena seimbang ada baik ada nakal ada kucing ada anjing ada abang ada lain lain ada darkside ada brightside tak chill dan tak sosial la kalai takde pelengkap kahkahkah k bang selamat maju jaya dah terjawab persoalan saya terima kasih,7,1
segala permasalahan saat ini hanya ada satu solusi 2019gantipresiden jika pun tdk berdampak signifikan sekurang nya kita telah mengobati dan mencegah penyakit ini bertambah parah,3,0
gampang kak u buka hp buka browser ketik budaya palembang silahkan menikmati pembelajaran denngan gratis,4,0
segerombolan onta yg ngaku membela umat tapi itu semata2 demi kepentinga politik praktis tgb jauh lebih demokratis dia mementingkan umat yg berpikiran modern salut untukmu tgb,8,1
culun mending kampung jes,1,1
goyangan jilboob mantap bener nih hyper kontol doi tadi sambil squirt loh belum nonton live nya besok doi,6,1
islam di indonesia itu adalah islam nusantara islam yang sudah di modifikasi sedemikian rupa supaya masuk dengan budaya indonesia yang beragam islam nusantara adalah islam yang toleran,0,0
presiden aspek indonesia mbak kami tidak anti investasi asing tapi apabila berubah jadi invasi asing sudah kewajiban kita sebagai warga negara utk melawannya,1,2
pkl 09 15 wib kanit binmas ipda mt hutasoit melaks sambang dan menyampaikan pesan2 kamtibmas ttg pilgub dan pilkada 2018 kpd karyawan bri ranting muara damenra sihite dkk di desa hutanagodang kec muara kab tap utara,17,0
kalimantan sdh biasa matlam gini batu bara nya di keruk listriknya megap2,4,0
fardu kifayah atau berhukum wajib dalam ajaran islam pada pilpres mendatang harus ada utusan dari kalangan santri yang disokong ulama untuk maju memimpin negeri,1,0
hah wah bangke emang nih truk,3,0
nahdliyin minta setop penghinaan terhadap maruf amin,1,0
cebong kampret dan onta juga ngak bersinggungan dengan laut,1,3
risa baru saja pulang dari pelatihan khususnya ketika iris hazel miliknya menangkap siluet seorang gadis gadis yang sangat asing belum pernah risa temui gadis ini sebelumnya di radio tempatnya tinggal dan bekerja ini maka dari itu r,0,1
hahahaha orang gila ngomong cak makanya jangan terlalu banyak micin biar otak loe encer cong ngomong ae ngawur muslim kamu itu muslim silit tau babi,5,3
coba ngaca n introspeksi apakah keluarga anda yg gak pake hijab komunis jga otak dipakai jgn cmn jd property or pa,12,1
muhammadiyahinggris jalin kerjasama pengendalian ekstrimisme,3,0
kalo neraka terkena bom maka surga akan selalu ada untuk semua org dimuka bumi ini termasuk goku,3,0
bot mau nanya ich liebe dich artinya apa yg jawab ntar bot kasih aipet yg barusan nyemplung di jamban kuda,8,1
copot darmin nasution menko perekonomian bodoh yang turunkan daya beli sejak menjabat,1,1
bodo amat anjir bodo ngakak gua ngakak astagfirullah humor bet,6,1
matamu picek cukk ora delok prestasli pak jokowi guoblokkk tolol,5,2
berhasil penjarakan ahok alumni 212 pendukung rizieq akan lengserkan jokowi usai lebaran,0,0
coba dedengkot jin terus terang ke para ulama saudi atau rilis ke publik tentang akidah jin contoh jin tidak anggap kafir pemeluk kristen hindu budha dll semua punya peluang masuk surga aku yakin akan keluar fatwa dari saudi jin adal,2,1
atau seperti hujan lebat dari langit bersama dengan gelap gelita dan guruh serta kilat mereka menyumbat jarinya ke dalam telinga masing masing dari mendengar suara petir kerana mereka takut mati masakan mereka boleh terlepas sedang allah me,1,0
cerdas dan konseptual,0,0
namaku baek yoon ucapan terputus seiring dia mengerjap mata yang terasa mengantuk sedikit demi sedikit gigit bibirnya ragu karena dia ingin menggapai gelas sekali lagi untuk meminum sebagaimana wine yang ditinggal di m,3,0
bismillah melayu raya tanah melayu macam macam nama kita pernah dengar tapi pernah tak kita kaji besar mana jajahan tanah melayu dulu dalam thread ini saya akan kupaskan serba sedikit tentang bani jawi,0,1
bila nak kawin ni kena simpan duit ilmu agama kena cukup semua benda kena cukup la senang cerita,2,0
aduh lucu banget adek kelas gue pas sma laporan katanya bang hari ini kita field trip ke taman safari heran dah nyebut 1 nama temennya dia mau arisan ama keluarganya aja bawa 1 sekolahan tai arisan,7,1
gimana mainnya asw,2,0
inilah kehebatan dan kearifan suku baduy hutan tetap terjaga budaya menjadi nafas kehidupan mereka hidup dgn menjaga keseimbangan alam,2,0
yailaah giliran gini aja pada rame yg ngebela dulu pas idol mati cuma sedih doang malah diserbu gila2an yang sarap siapa ya maap,8,1
bersabar berdoa usaha ikhtiar mudah mudahan bentar lagi 2019gantipresiden gak pake contekan gak pake planga plongo,7,0
umat islam siapa yg ente mksd fpi hti mrk bkn muslim tp penista islam bajingan mrk itu muslim tdk mgkn berbuat onar pengecut lari dr tgg jwb stlh mesum apa2 islam apa2 islam giliran mesum apa itu islam berbuat onar itu islam,18,1
warga semarang prihatin kontroversi puisi gus mus,0,0
celeng nya bang acon susah bgt dah,2,1
tapi kenapa kamu malah cari musuh dasar peranakan cebong kampret,0,2
setuju dpr menteri dan seluruh pejabat negara wajib dipotong 50 termasuk presiden tiap pns dipotong jg pegawai swasta tidak dipotong,3,0
cie ni akun berhasil membodohi kaum 212 yg bikin kaum kaumnya sendiri biar dikata jokowi anti islam wkwkwk,4,0
yang juara ngibul kan junjungan kalian wahai bani kampret 212,1,2
